Unnamed: 0,Title,Href,Bedrooms,Bathrooms,Covered Parkings,Lounges,Storeys,Access Gate,Balcony,BIC,Electric Fencing,Kitchen,Security Post,Main Value 3,Price,Dining Areas,En-suite,Open Parkings,Alarm,Entrance Hall,Family Tv Room,Fenced,Fireplace,Garden,Guest Toilet,Intercom,Laundry,Pantry,Patio,Paving,Pet Friendly,Pool,Scullery,Staff Quarters,Storage,Study,Garages,Flatlets,Satellite,Wheel Chair Friendly,Main Value 4,Gym,Air Con,Scenic View,Club House,Deck,Built In Braai,Garden Cottage,Walk In Closet,Lapa,Irrigation System,Golf Course,Water Included,Furnished,Tv,Tennis Court,Spa Bath,Squash Court,Sea View,Jetty Berth,Borehole,Electricity Included,Floor Area,Land Area,Rates,Levy,Province,City,Suburb,Area,Sold Date,List ID
2591,3 Bed Simplex in Buccleuch,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/buccleuch/3-gibson-downs/6b-gibson-drive-west/T11344,3,2,None,2,1,✔,None,None,✔,✔,✔,RatesR 900,Sold,1,1,4,✔,✔,✔,✔,None,✔,✔,None,✔,None,✔,None,✔,None,✔,None,None,None,2,None,None,None,LevyR 2200,None,None,None,None,None,None,None,None,✔,✔,None,None,None,None,None,✔,None,None,None,None,None,140 m²,200 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,buccleuch,2024-02-23,T11344
2618,4 Bed House in Wendywood,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/wendywood/7-saint-francis-drive/T4356940,4,2.5,4,2,None,None,None,None,None,✔,None,RatesR 1993,Sold,1,None,None,None,None,None,None,None,✔,None,None,None,None,✔,None,✔,None,None,✔,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,290 m²,1525 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,wendywood,2024-02-23,T4356940
2723,1 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/16-northfields/29-troupant-avenue/T4014218,1,1,None,1,None,None,✔,None,None,None,✔,LevyR 2000,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,79 m²RatesR 540,,R 540,,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,2024-02-23,T4014218
2853,2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/255-ss-shingara-sands/24-petroy-drive/T3731073,2,1,None,1,None,None,✔,None,None,None,✔,RatesR 700,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,✔,None,None,None,None,LevyR 2842,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,98 m²,2.8 ha,,,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,2024-02-23,T3731073
2859,2 Bed Apartment in Atholl,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/00-le-club/135-froome-st/T4426232,2,2,None,2,None,None,None,None,None,None,None,RatesR 998,Sold,None,None,1,None,None,None,None,None,✔,None,None,None,None,None,None,✔,✔,None,None,None,None,2,None,None,None,LevyR 3033,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,118 m²,2.6 ha,,,gauteng,johannesburg,sandton-and-bryanston-north,atholl,2024-02-23,T4426232
2876,2 Bed Apartment in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/9-tamarack/16-9th-avanue/T4022525,2,2,None,1,None,None,✔,None,None,None,✔,LevyR 2107,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,92 m²RatesR 717,,R 717,,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,2024-02-23,T4022525
2884,2 Bed Apartment in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/4120-the-link/16a-11th-avenue/T3961286,2,2,None,1,None,✔,✔,✔,✔,✔,✔,LevyR 2413,Sold,None,1,None,None,None,None,✔,None,✔,None,✔,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,77 m²RatesR 960,,R 960,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,2024-02-23,T3961286
2893,2 Bed Apartment in Magaliessig,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/magaliessig/4-sparrow-view/4-sparrow-close/T4004698,2,1,None,1,None,None,None,None,None,None,None,None,Sold,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,79 m²RatesR 500,,R 500,,gauteng,johannesburg,sandton-and-bryanston-north,magaliessig,2024-02-23,T4004698
2903,2 Bed Apartment in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/32-the-atrium/9-de-la-rey/T4493123,2,1,None,1,None,None,✔,✔,None,✔,None,RatesR 849,Sold,None,None,2,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,None,None,None,None,None,None,None,LevyR 2148,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,69 m²,69 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,2024-02-23,T4493123
2946,2 Bed Apartment in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/215-prestwick/15-north-street/T4333863,2,1,None,1,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,96 m²LevyR 3431,,,R 3431,gauteng,johannesburg,sandton-and-bryanston-north,illovo,2024-02-23,T4333863
2995,2 Bed Townhouse in Edenburg,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/edenburg/122-eden-sandton/44-stiglingh-road/T4141330,2,1,1,1,None,None,None,None,None,None,None,LevyR 1683,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,✔,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,53 m²RatesR 885,,R 885,,gauteng,johannesburg,sandton-and-bryanston-north,edenburg,2024-02-23,T4141330
3075,2 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/56c-129-waldorf-2/4-centre-road/T4483195,2,2,None,1,None,None,None,None,None,None,✔,LevyR 2884,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,88 m²RatesR 1377,,R 1377,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4483195
3251,1 Bed Townhouse in River Club,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/river-club/1-beachwood-cottages/T3821448,1,1.5,None,1,None,✔,None,None,✔,✔,None,LevyR 4033,Sold,1,None,None,✔,✔,None,None,None,✔,✔,✔,None,✔,None,None,None,✔,None,✔,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,182 m²RatesR 1141,,R 1141,,gauteng,johannesburg,sandton-and-bryanston-north,river-club,2024-02-23,T3821448
3256,4 Bed Townhouse in Gallo Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/gallo-manor/a0-manor-mews/11-dahlia-street/T4288614,4,2,None,1,None,None,None,None,None,✔,None,LevyR 3779,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,201 m²RatesR 1687,,R 1687,,gauteng,johannesburg,sandton-and-bryanston-north,gallo-manor,2024-02-23,T4288614
3342,4 Bed House in Parkmore,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/parkmore/85-5th/T4163706,4,2,None,2,None,None,None,None,None,✔,None,None,Sold,1,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,✔,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,991 m²,R 2183,,gauteng,johannesburg,sandton-and-bryanston-north,parkmore,2024-02-23,T4163706
3365,3 Bed Cluster in Woodmead,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/woodmead/11-36-on-morris/36-morris-road-east/T4175295,3,2.5,None,3,None,✔,None,✔,None,✔,✔,LevyR 3400,Sold,None,1,None,None,✔,✔,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,169 m²,R 1650,,gauteng,johannesburg,sandton-and-bryanston-north,woodmead,2024-02-23,T4175295
3396,3 Bed House in Elton Hill,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/atholl/46-copely-avenue/T4307887,3,2,None,1,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,✔,None,✔,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1862 m²,R 2218,,gauteng,johannesburg,sandton-and-bryanston-north,atholl,2024-02-23,T4307887
3426,4 Bed Townhouse in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/0-44-on-bantry/3-antrim-road/T4353078,4,2.5,None,1,None,None,None,None,None,None,None,LevyR 4505,Sold,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,✔,None,None,✔,None,None,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,187 m²RatesR 1751,,R 1751,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4353078
3528,3 Bed House in Khyber Rock,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/khyber-rock/12-khyber-rock-east-estate/11-barber-road/T4207030,3,2,None,2,None,None,None,None,None,None,✔,RatesR 2209,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,None,2,None,None,None,LevyR 1600,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,310 m²,486 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,khyber-rock,2024-02-23,T4207030
3529,4 Bed House in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/22-ballich-way/T4198942,4,3,None,2,None,None,None,None,None,None,✔,RatesR 2000,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,None,None,None,2,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,340 m²,1800 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,2024-02-23,T4198942
3536,4 Bed House in Hurlingham Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/hurlingham-manor/16-riesling-crescent/T4299119,4,2,None,1,None,None,None,None,✔,✔,None,RatesR 2260,Sold,1,1,2,✔,✔,✔,✔,None,✔,None,None,None,✔,✔,✔,✔,✔,None,✔,✔,✔,2,✔,None,None,LevyR 400,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,320 m²,983 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,hurlingham-manor,2024-02-23,T4299119
3568,4 Bed House in Rivonia,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/rivonia/11-aquila/20-river-road/T4288425,4,3.5,None,1,None,None,None,None,None,None,✔,RatesR 2689,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,2,None,None,None,LevyR 2500,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,350 m²,401 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,rivonia,2024-02-23,T4288425
3975,2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/44-northfields/29c-troupant-avenue/T4246768,2,1,1,1,None,None,✔,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,79 m²None,,,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4246768
4033,2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/00-kilcullen-estate/32-wetney-street/T3751918,2,2,2,1,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,✔,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,101 m²None,,,,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T3751918
4068,4 Bed House in Gallo Manor,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/gallo-manor/1-roosevelt-avenue/T4414177,4,3,None,1,None,None,None,None,None,None,None,None,Sold,1,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,✔,None,None,None,None,None,3,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,1600 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,gallo-manor,2024-02-23,T4414177
4115,4 Bed House in Illovo,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/illovo/8-otto-street/T4099299,4,2.5,None,3,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,✔,None,✔,None,✔,2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,2000 m²None,,,gauteng,johannesburg,sandton-and-bryanston-north,illovo,2024-02-23,T4099299
4279,3 Bed Apartment in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/80-mile-downe-manor/385-summit-road/T4509744,3,2,None,1,None,✔,None,None,✔,✔,✔,LevyR 2460,Sold,None,1,2,None,None,None,None,None,✔,None,✔,None,None,✔,None,✔,✔,None,None,✔,None,None,None,None,None,None,None,None,✔,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,106 m²RatesR 1355,,R 1355,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4509744
4327,2 Bed House in Morningside,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/morningside/1-the-manor/27-centre-road/T4499795,2,2,None,2,None,None,None,None,✔,✔,✔,LevyR 3200,Sold,1,1,None,None,None,None,✔,None,✔,None,✔,None,None,✔,✔,✔,✔,✔,None,None,None,1,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,87 m²RatesR 434,,R 434,,gauteng,johannesburg,sandton-and-bryanston-north,morningside,2024-02-23,T4499795
4470,3 Bed House in Woodmead,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/woodmead/8-ibis-rd-sandton-country-club-estate/222-bowling-avenue/T3933406,3,2.5,None,2,None,None,None,None,None,None,None,RatesR 3500,Sold,1,None,None,None,None,None,None,None,None,None,None,✔,None,✔,None,✔,✔,None,None,None,✔,3,None,None,None,LevyR 3556,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,420 m²,714 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,woodmead,2024-02-23,T3933406
4482,5 Bed House in Benmore Gardens,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/benmore-gardens/a1-shrublands-drive/T4135285,5,5.5,None,4,None,✔,✔,None,✔,✔,✔,RatesR 5300,Sold,2,5,12,✔,✔,✔,None,✔,✔,✔,None,✔,✔,✔,✔,✔,✔,✔,✔,✔,✔,2,None,None,None,LevyR 1200,None,✔,✔,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1200 m²,2221 m²,,,gauteng,johannesburg,sandton-and-bryanston-north,benmore-gardens,2024-02-23,T4135285
4547,2 Bed Apartment in Bryanston,https://www.privateproperty.co.za/for-sale/gauteng/johannesburg/sandton-and-bryanston-north/bryanston/001-cara-blu/4-vlok-road/T4494283,2,1,None,1,None,None,None,None,None,None,✔,None,Sold,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,✔,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,R 546,R 1226,gauteng,johannesburg,sandton-and-bryanston-north,bryanston,2024-02-23,T4494283
